lane_id	read1	read2	sample_id	contigs_path
21127_6_19	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_19_clean/SLX/21127_6_19_clean/21127_6_19_clean/21127_6_19_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_19_clean/SLX/21127_6_19_clean/21127_6_19_clean/21127_6_19_clean_2.fastq.gz	21127_6_19	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_6_19_final_assembly.fasta
21127_6_18	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_18_clean/SLX/21127_6_18_clean/21127_6_18_clean/21127_6_18_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_18_clean/SLX/21127_6_18_clean/21127_6_18_clean/21127_6_18_clean_2.fastq.gz	21127_6_18	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_6_18_final_assembly.fasta
21127_6_17	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_17_clean/SLX/21127_6_17_clean/21127_6_17_clean/21127_6_17_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_17_clean/SLX/21127_6_17_clean/21127_6_17_clean/21127_6_17_clean_2.fastq.gz	21127_6_17	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_6_17_final_assembly.fasta
21127_6_16	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_16_clean/SLX/21127_6_16_clean/21127_6_16_clean/21127_6_16_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_16_clean/SLX/21127_6_16_clean/21127_6_16_clean/21127_6_16_clean_2.fastq.gz	21127_6_16	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_6_16_final_assembly.fasta
21127_6_10	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_10_clean/SLX/21127_6_10_clean/21127_6_10_clean/21127_6_10_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_10_clean/SLX/21127_6_10_clean/21127_6_10_clean/21127_6_10_clean_2.fastq.gz	21127_6_10	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_6_10_final_assembly.fasta
21127_6_14	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_14_clean/SLX/21127_6_14_clean/21127_6_14_clean/21127_6_14_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_14_clean/SLX/21127_6_14_clean/21127_6_14_clean/21127_6_14_clean_2.fastq.gz	21127_6_14	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_6_14_final_assembly.fasta
21127_6_20	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_20_clean/SLX/21127_6_20_clean/21127_6_20_clean/21127_6_20_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_20_clean/SLX/21127_6_20_clean/21127_6_20_clean/21127_6_20_clean_2.fastq.gz	21127_6_20	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_6_20_final_assembly.fasta
21127_6_21	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_21_clean/SLX/21127_6_21_clean/21127_6_21_clean/21127_6_21_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_21_clean/SLX/21127_6_21_clean/21127_6_21_clean/21127_6_21_clean_2.fastq.gz	21127_6_21	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_6_21_final_assembly.fasta
21127_6_22	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_22_clean/SLX/21127_6_22_clean/21127_6_22_clean/21127_6_22_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_22_clean/SLX/21127_6_22_clean/21127_6_22_clean/21127_6_22_clean_2.fastq.gz	21127_6_22	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_6_22_final_assembly.fasta
21127_6_23	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_23_clean/SLX/21127_6_23_clean/21127_6_23_clean/21127_6_23_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_23_clean/SLX/21127_6_23_clean/21127_6_23_clean/21127_6_23_clean_2.fastq.gz	21127_6_23	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_6_23_final_assembly.fasta
21127_6_2	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_2_clean/SLX/21127_6_2_clean/21127_6_2_clean/21127_6_2_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_2_clean/SLX/21127_6_2_clean/21127_6_2_clean/21127_6_2_clean_2.fastq.gz	21127_6_2	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_6_2_final_assembly.fasta
21127_6_21	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_21_clean/SLX/21127_6_21_clean/21127_6_21_clean/21127_6_21_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_21_clean/SLX/21127_6_21_clean/21127_6_21_clean/21127_6_21_clean_2.fastq.gz	21127_6_21	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_6_21_final_assembly.fasta
21127_6_20	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_20_clean/SLX/21127_6_20_clean/21127_6_20_clean/21127_6_20_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_20_clean/SLX/21127_6_20_clean/21127_6_20_clean/21127_6_20_clean_2.fastq.gz	21127_6_20	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_6_20_final_assembly.fasta
21127_6_22	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_22_clean/SLX/21127_6_22_clean/21127_6_22_clean/21127_6_22_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_22_clean/SLX/21127_6_22_clean/21127_6_22_clean/21127_6_22_clean_2.fastq.gz	21127_6_22	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_6_22_final_assembly.fasta
21127_6_24	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_24_clean/SLX/21127_6_24_clean/21127_6_24_clean/21127_6_24_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_24_clean/SLX/21127_6_24_clean/21127_6_24_clean/21127_6_24_clean_2.fastq.gz	21127_6_24	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_6_24_final_assembly.fasta
21127_6_23	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_23_clean/SLX/21127_6_23_clean/21127_6_23_clean/21127_6_23_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_23_clean/SLX/21127_6_23_clean/21127_6_23_clean/21127_6_23_clean_2.fastq.gz	21127_6_23	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_6_23_final_assembly.fasta
21127_6_4	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_4_clean/SLX/21127_6_4_clean/21127_6_4_clean/21127_6_4_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_4_clean/SLX/21127_6_4_clean/21127_6_4_clean/21127_6_4_clean_2.fastq.gz	21127_6_4	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_6_4_final_assembly.fasta
21127_6_5	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_5_clean/SLX/21127_6_5_clean/21127_6_5_clean/21127_6_5_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_5_clean/SLX/21127_6_5_clean/21127_6_5_clean/21127_6_5_clean_2.fastq.gz	21127_6_5	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_6_5_final_assembly.fasta
21127_6_6	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_6_clean/SLX/21127_6_6_clean/21127_6_6_clean/21127_6_6_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_6_clean/SLX/21127_6_6_clean/21127_6_6_clean/21127_6_6_clean_2.fastq.gz	21127_6_6	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_6_6_final_assembly.fasta
21127_6_7	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_7_clean/SLX/21127_6_7_clean/21127_6_7_clean/21127_6_7_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_7_clean/SLX/21127_6_7_clean/21127_6_7_clean/21127_6_7_clean_2.fastq.gz	21127_6_7	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_6_7_final_assembly.fasta
21127_6_8	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_8_clean/SLX/21127_6_8_clean/21127_6_8_clean/21127_6_8_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_8_clean/SLX/21127_6_8_clean/21127_6_8_clean/21127_6_8_clean_2.fastq.gz	21127_6_8	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_6_8_final_assembly.fasta
21127_6_9	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_9_clean/SLX/21127_6_9_clean/21127_6_9_clean/21127_6_9_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_6_9_clean/SLX/21127_6_9_clean/21127_6_9_clean/21127_6_9_clean_2.fastq.gz	21127_6_9	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_6_9_final_assembly.fasta
21127_7_10	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_10_clean/SLX/21127_7_10_clean/21127_7_10_clean/21127_7_10_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_10_clean/SLX/21127_7_10_clean/21127_7_10_clean/21127_7_10_clean_2.fastq.gz	21127_7_10	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_7_10_final_assembly.fasta
21127_7_11	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_11_clean/SLX/21127_7_11_clean/21127_7_11_clean/21127_7_11_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_11_clean/SLX/21127_7_11_clean/21127_7_11_clean/21127_7_11_clean_2.fastq.gz	21127_7_11	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_7_11_final_assembly.fasta
21127_7_12	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_12_clean/SLX/21127_7_12_clean/21127_7_12_clean/21127_7_12_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_12_clean/SLX/21127_7_12_clean/21127_7_12_clean/21127_7_12_clean_2.fastq.gz	21127_7_12	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_7_12_final_assembly.fasta
21127_7_13	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_13_clean/SLX/21127_7_13_clean/21127_7_13_clean/21127_7_13_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_13_clean/SLX/21127_7_13_clean/21127_7_13_clean/21127_7_13_clean_2.fastq.gz	21127_7_13	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_7_13_final_assembly.fasta
21127_7_14	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_14_clean/SLX/21127_7_14_clean/21127_7_14_clean/21127_7_14_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_14_clean/SLX/21127_7_14_clean/21127_7_14_clean/21127_7_14_clean_2.fastq.gz	21127_7_14	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_7_14_final_assembly.fasta
21127_7_15	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_15_clean/SLX/21127_7_15_clean/21127_7_15_clean/21127_7_15_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_15_clean/SLX/21127_7_15_clean/21127_7_15_clean/21127_7_15_clean_2.fastq.gz	21127_7_15	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_7_15_final_assembly.fasta
21127_7_16	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_16_clean/SLX/21127_7_16_clean/21127_7_16_clean/21127_7_16_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_16_clean/SLX/21127_7_16_clean/21127_7_16_clean/21127_7_16_clean_2.fastq.gz	21127_7_16	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_7_16_final_assembly.fasta
21127_7_17	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_17_clean/SLX/21127_7_17_clean/21127_7_17_clean/21127_7_17_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_17_clean/SLX/21127_7_17_clean/21127_7_17_clean/21127_7_17_clean_2.fastq.gz	21127_7_17	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_7_17_final_assembly.fasta
21127_7_18	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_18_clean/SLX/21127_7_18_clean/21127_7_18_clean/21127_7_18_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_18_clean/SLX/21127_7_18_clean/21127_7_18_clean/21127_7_18_clean_2.fastq.gz	21127_7_18	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_7_18_final_assembly.fasta
21127_7_19	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_19_clean/SLX/21127_7_19_clean/21127_7_19_clean/21127_7_19_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_19_clean/SLX/21127_7_19_clean/21127_7_19_clean/21127_7_19_clean_2.fastq.gz	21127_7_19	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_7_19_final_assembly.fasta
21127_7_19	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_19_clean/SLX/21127_7_19_clean/21127_7_19_clean/21127_7_19_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_19_clean/SLX/21127_7_19_clean/21127_7_19_clean/21127_7_19_clean_2.fastq.gz	21127_7_19	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_7_19_final_assembly.fasta
21127_7_10	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_10_clean/SLX/21127_7_10_clean/21127_7_10_clean/21127_7_10_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_10_clean/SLX/21127_7_10_clean/21127_7_10_clean/21127_7_10_clean_2.fastq.gz	21127_7_10	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_7_10_final_assembly.fasta
21127_7_1	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_1_clean/SLX/21127_7_1_clean/21127_7_1_clean/21127_7_1_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_1_clean/SLX/21127_7_1_clean/21127_7_1_clean/21127_7_1_clean_2.fastq.gz	21127_7_1	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_7_1_final_assembly.fasta
21127_7_13	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_13_clean/SLX/21127_7_13_clean/21127_7_13_clean/21127_7_13_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_13_clean/SLX/21127_7_13_clean/21127_7_13_clean/21127_7_13_clean_2.fastq.gz	21127_7_13	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_7_13_final_assembly.fasta
21127_7_16	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_16_clean/SLX/21127_7_16_clean/21127_7_16_clean/21127_7_16_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_16_clean/SLX/21127_7_16_clean/21127_7_16_clean/21127_7_16_clean_2.fastq.gz	21127_7_16	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_7_16_final_assembly.fasta
21127_7_17	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_17_clean/SLX/21127_7_17_clean/21127_7_17_clean/21127_7_17_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_17_clean/SLX/21127_7_17_clean/21127_7_17_clean/21127_7_17_clean_2.fastq.gz	21127_7_17	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_7_17_final_assembly.fasta
21127_7_15	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_15_clean/SLX/21127_7_15_clean/21127_7_15_clean/21127_7_15_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_15_clean/SLX/21127_7_15_clean/21127_7_15_clean/21127_7_15_clean_2.fastq.gz	21127_7_15	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_7_15_final_assembly.fasta
21127_7_18	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_18_clean/SLX/21127_7_18_clean/21127_7_18_clean/21127_7_18_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_18_clean/SLX/21127_7_18_clean/21127_7_18_clean/21127_7_18_clean_2.fastq.gz	21127_7_18	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_7_18_final_assembly.fasta
21127_7_14	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_14_clean/SLX/21127_7_14_clean/21127_7_14_clean/21127_7_14_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_14_clean/SLX/21127_7_14_clean/21127_7_14_clean/21127_7_14_clean_2.fastq.gz	21127_7_14	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_7_14_final_assembly.fasta
21127_7_12	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_12_clean/SLX/21127_7_12_clean/21127_7_12_clean/21127_7_12_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_12_clean/SLX/21127_7_12_clean/21127_7_12_clean/21127_7_12_clean_2.fastq.gz	21127_7_12	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_7_12_final_assembly.fasta
21127_7_11	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_11_clean/SLX/21127_7_11_clean/21127_7_11_clean/21127_7_11_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_11_clean/SLX/21127_7_11_clean/21127_7_11_clean/21127_7_11_clean_2.fastq.gz	21127_7_11	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_7_11_final_assembly.fasta
21127_7_20	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_20_clean/SLX/21127_7_20_clean/21127_7_20_clean/21127_7_20_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_20_clean/SLX/21127_7_20_clean/21127_7_20_clean/21127_7_20_clean_2.fastq.gz	21127_7_20	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_7_20_final_assembly.fasta
21127_7_21	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_21_clean/SLX/21127_7_21_clean/21127_7_21_clean/21127_7_21_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_21_clean/SLX/21127_7_21_clean/21127_7_21_clean/21127_7_21_clean_2.fastq.gz	21127_7_21	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_7_21_final_assembly.fasta
21127_7_22	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_22_clean/SLX/21127_7_22_clean/21127_7_22_clean/21127_7_22_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_22_clean/SLX/21127_7_22_clean/21127_7_22_clean/21127_7_22_clean_2.fastq.gz	21127_7_22	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_7_22_final_assembly.fasta
21127_7_23	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_23_clean/SLX/21127_7_23_clean/21127_7_23_clean/21127_7_23_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/21127_7_23_clean/SLX/21127_7_23_clean/21127_7_23_clean/21127_7_23_clean_2.fastq.gz	21127_7_23	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/21127_7_23_final_assembly.fasta
